D_ue_E1_OK_distance_ew2,3.777
D_ue_E1_OK_distance_sn14,9.135
D_ue_U1_OK_distance_sn18,7.82
D_ue_U1_OK_distance_ew24,16.937
D_ue_E0_OK_distance_sn15,7.82
D_ue_E1_OK_distance_sn0,9.835
D_ue_E1_OK_distance_ew4,18.287
D_ue_E1_OK_distance_sn20,6.105
D_ue_E1_OK_distance_sn8,6.652
D_ue_E0_OK_distance_ew11,8.187
D_ue_E1_OK_distance_ew34,30.029
D_ue_E1_OK_distance_sn23,2.4
D_ue_E0_OK_distance_sn26,15.575
D_ue_E0_OK_distance_sn23,2.4
D_ue_E0_OK_distance_ew33,14.222
D_ue_E0_OK_distance_ew34,13.937
D_ue_E1_OK_distance_sn1,4.405
D_ue_E0_OK_distance_ew6,18.287
D_ue_U1_OK_distance_ew19,18.987
D_ue_E1_OK_distance_ew13,34.037
D_ue_E0_OK_distance_sn1,4.42
D_ue_E0_OK_distance_sn22,7.291
D_ue_U1_OK_distance_sn25,7.291
D_ue_U1_OK_distance_ew34,13.937
D_ue_E1_OK_distance_ew3,11.087
D_ue_E0_OK_distance_ew31,34.337
D_ue_U1_OK_distance_sn1,4.405
D_ue_U1_OK_distance_sn10,2.29
D_ue_E0_OK_distance_ew28,32.502
D_ue_U1_OK_distance_sn21,11.095
D_ue_E0_OK_distance_ew16,34.037
D_ue_E0_OK_distance_ew0,30.029
D_ue_U1_OK_distance_sn20,6.105
D_ue_E1_OK_distance_ew31,13.937
D_ue_E0_OK_distance_ew25,12.972
D_ue_U1_OK_distance_ew33,14.222
D_ue_U1_OK_distance_ew3,9.687
D_ue_E0_OK_distance_sn19,11.095
D_ue_E0_OK_distance_ew4,3.777
D_ue_E0_OK_distance_ew20,13.937
D_ue_U1_OK_distance_ew25,16.257
D_ue_U1_OK_distance_ew6,2.759
D_ue_E0_OK_distance_sn24,10.725
D_ue_E1_OK_distance_ew20,16.257
D_ue_E1_OK_distance_ew21,12.972
D_ue_U1_OK_distance_sn16,9.135
D_ue_E0_OK_distance_ew7,2.759
D_ue_U1_OK_distance_ew2,7.117
D_ue_U1_OK_distance_ew5,18.287
D_ue_E1_OK_distance_ew14,18.987
D_ue_E0_OK_distance_ew3,9.687
D_ue_E0_OK_distance_ew23,16.937
D_ue_U1_OK_distance_ew26,12.972
D_ue_E0_OK_distance_sn8,6.652
D_ue_E1_OK_distance_sn26,13.475
D_ue_E1_OK_distance_ew19,16.937
D_ue_U1_OK_distance_sn24,1.85
D_ue_E1_OK_distance_sn16,7.82
D_ue_E0_OK_distance_sn11,4.92
D_ue_E1_OK_distance_ew5,2.759
D_ue_E0_OK_distance_sn25,13.475
D_ue_E1_OK_distance_ew30,14.222
D_ue_E0_OK_distance_sn9,2.29
D_ue_E1_OK_distance_ew29,34.337
D_ue_E1_OK_distance_ew6,3.777
D_ue_E1_OK_distance_sn21,11.095
D_ue_E0_OK_distance_ew17,18.994
D_ue_E0_OK_distance_ew24,16.257
D_ue_E0_OK_distance_sn0,9.835
D_ue_E0_OK_distance_sn18,6.105
D_ue_U1_OK_distance_ew27,16.287
D_ue_E0_OK_distance_ew26,16.287
D_ue_U1_OK_distance_ew9,8.187
D_ue_E1_OK_distance_ew22,16.287
D_ue_E1_OK_distance_ew0,7.117
D_ue_E1_OK_distance_ew24,32.502
D_ue_E1_OK_distance_ew25,32.502
D_ue_U1_OK_distance_ew35,30.029
D_ue_E0_OK_distance_ew32,34.337
D_ue_U1_OK_distance_sn12,4.92
D_ue_E0_OK_distance_ew2,7.117
D_ue_E1_OK_distance_sn25,10.725
D_ue_U1_OK_distance_ew4,11.087
D_ue_E1_OK_distance_ew1,9.687
D_ue_E1_OK_distance_sn11,4.92
D_ue_E0_OK_distance_ew5,11.087
D_ue_E1_OK_distance_sn24,7.291
D_ue_U1_OK_distance_ew7,3.777
D_ue_E1_OK_distance_sn27,15.575
D_ue_E1_OK_distance_sn9,2.29
D_ue_U1_OK_distance_sn0,9.835
D_ue_E1_OK_distance_ew28,34.337
D_ue_U1_OK_distance_ew29,32.499
D_ue_E0_OK_distance_ew8,3.777
D_ue_E1_OK_distance_ew8,8.187
